ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-631,Source2,3,2016-03-12 11:55:00,2016-03-12 23:59:00,40.10564,-82.949692,,,0.01,Lane blocked on exit ramp due to accident on I-270 Outerbelt Westbound at Exit 27 Cleveland Ave.,Outerbelt W,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,2016-03-12 11:53:00,59.0,,55.0,30.17,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-632,Source2,2,2016-03-14 04:23:17,2016-03-14 04:53:17,39.732307,-84.240646,,,0.01,Accident on Nicholas Rd at Louella Ave.,Louella Ave,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-03-14 04:24:00,57.0,,100.0,29.74,6.0,SSW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-633,Source2,2,2016-03-14 06:10:12,2016-03-14 06:40:12,38.892097,-84.208702,,,0.0,Accident on OH-232 State Route 232 at OH-756 State Route 756. Expect delays.,State Route 232,Moscow,Clermont,OH,45153-9709,US,US/Eastern,KI69,2016-03-14 06:13:00,56.7,,100.0,29.75,10.0,South,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-634,Source2,2,2016-03-14 07:03:27,2016-03-14 07:33:27,39.536186,-84.235069,,,0.01,Accident on OH-741 State Route 741 near School Driveway. Expect delays.,School Driveway,Springboro,Warren,OH,45066,US,US/Eastern,KMGY,2016-03-14 07:05:00,55.9,,97.0,29.74,2.5,South,10.4,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-635,Source2,2,2016-03-14 07:27:29,2016-03-14 07:57:29,39.805882,-84.21578199999998,,,0.0,Accident on Nottingham Rd at Daleview Ave.,E Nottingham Rd,Dayton,Montgomery,OH,45405-1642,US,US/Eastern,KDAY,2016-03-14 07:19:00,57.0,,100.0,29.74,5.0,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-636,Source2,2,2016-03-14 07:31:17,2016-03-14 08:01:17,39.944817,-82.877861,,,0.01,Accident on Livingston Ave at OH-317 Hamilton Rd. Expect delays.,S Hamilton Rd,Columbus,Franklin,OH,43227-2428,US,US/Eastern,KCMH,2016-03-14 07:28:00,57.2,,94.0,29.75,9.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-637,Source2,2,2016-03-14 07:45:42,2016-03-14 08:15:42,39.370232,-84.249039,,,0.0,Accident on Mason Morrow Millgrove Rd near Columbia Rd.,Columbia Rd,Mason,Warren,OH,45040-9634,US,US/Eastern,KHAO,2016-03-14 07:53:00,51.1,,100.0,29.75,0.2,Calm,,,Fog,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day
A-638,Source2,2,2016-03-14 07:56:41,2016-03-14 08:26:41,39.734035,-84.14502,,,0.0,Accident on Watervliet Ave at Westfield Ave / Rosemont Blvd.,Watervliet Ave,Dayton,Montgomery,OH,45420-2543,US,US/Eastern,KFFO,2016-03-14 07:58:00,57.4,,100.0,29.75,6.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-639,Source2,2,2016-03-14 07:58:00,2016-03-14 08:28:00,39.808914,-83.97833299999998,,,0.01,Accident on OH-235 State Route 235 at Herr Rd.,State Route 235,Fairborn,Greene,OH,45324-9730,US,US/Eastern,KFFO,2016-03-14 07:58:00,57.4,,100.0,29.75,6.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-640,Source2,2,2016-03-14 08:03:00,2016-03-14 08:33:00,39.735283,-84.161659,,,0.01,Accident on Wilmington Ave at Firwood Dr.,Firwood Dr,Dayton,Montgomery,OH,45419,US,US/Eastern,KMGY,2016-03-14 08:07:00,55.9,,97.0,29.75,3.0,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-641,Source2,2,2016-03-14 08:06:40,2016-03-14 08:36:40,39.820873,-84.237328,,,0.01,Accident on OH-48 Main St at Cedarlawn Dr.,Cedarlawn Dr,Dayton,Montgomery,OH,45415-2902,US,US/Eastern,KDAY,2016-03-14 08:08:00,55.9,,100.0,29.76,0.5,SSW,10.4,,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-642,Source2,2,2016-03-14 08:07:27,2016-03-14 08:37:27,40.105621,-83.091125,,,0.01,Accident on Snouffer Rd at Sawmill Rd. Expect delays.,Snouffer Rd,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-03-14 07:53:00,57.0,,96.0,29.76,5.0,SSW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-643,Source2,2,2016-03-14 08:35:36,2016-03-14 09:05:36,39.050854,-84.07486,,,0.01,Accident on Old State Route 32 near Lori Lynn Dr. Expect delays.,Old State Route 32,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,2016-03-14 08:33:00,57.4,,100.0,29.76,10.0,SSE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-644,Source2,2,2016-03-14 09:01:50,2016-03-14 09:31:50,39.751579,-84.239983,,,0.01,Accident on 3rd St at Abbey Ave.,Abbey Ave,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-03-14 08:56:00,57.0,,100.0,29.75,0.5,SSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645,Source2,3,2016-03-14 09:03:48,2016-03-14 09:33:48,41.404495,-82.116928,,,0.01,Accident on I-90 Westbound at Exits 145A 145B OH-57 Lorain Blvd. Expect delays.,Lorain Blvd,Elyria,Lorain,OH,44035,US,US/Eastern,KLPR,2016-03-14 08:53:00,57.9,,90.0,29.73,6.0,South,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646,Source2,2,2016-03-14 09:14:25,2016-03-14 09:44:25,39.625694,-84.200005,,,0.01,Accident on Yankee St at Lyons Rd.,Lyons Rd,Dayton,Montgomery,OH,45458-1881,US,US/Eastern,KMGY,2016-03-14 09:24:00,57.9,,93.0,29.74,6.0,South,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-647,Source2,2,2016-03-14 09:22:34,2016-03-14 09:52:34,41.383537,-83.641235,,,0.0,Accident on Frazee Ave at College Dr.,Frazee Ave,Bowling Green,Wood,OH,43402,US,US/Eastern,KTDZ,2016-03-14 08:53:00,57.0,,89.0,29.72,4.0,SSW,9.2,,Overcast,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-648,Source2,2,2016-03-14 09:34:02,2016-03-14 10:04:02,39.76926,-84.236465,,,0.01,Accident on Bridge St at Oxford Ave.,Oxford Ave,Dayton,Montgomery,OH,45406-4337,US,US/Eastern,KDAY,2016-03-14 09:35:00,57.0,,100.0,29.75,2.0,South,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-649,Source2,2,2016-03-14 09:34:35,2016-03-14 10:04:35,39.592564,-84.155518,,,0.0,Accident on Atchison Rd at Mallet Dr.,Mallet Dr,Dayton,Montgomery,OH,45458-9341,US,US/Eastern,KMGY,2016-03-14 09:24:00,57.9,,93.0,29.74,6.0,South,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-650,Source2,2,2016-03-14 11:15:46,2016-03-14 11:45:46,39.788414,-84.183693,,,0.01,Accident on Stanley Ave at I-75.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2016-03-14 10:58:00,60.8,,100.0,29.73,10.0,East,1.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-651,Source2,2,2016-03-14 13:12:57,2016-03-14 13:42:57,39.800083,-84.21869699999998,,,0.01,Accident on OH-48 Main St at Northwood Ave.,N Main St,Dayton,Montgomery,OH,45405-2406,US,US/Eastern,KDAY,2016-03-14 13:12:00,62.1,,86.0,29.7,2.0,SSE,6.9,0.02,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-652,Source2,3,2016-03-14 13:33:38,2016-03-14 14:18:38,39.733723,-84.204971,,,0.01,Accident on I-75 Southbound at Exit 51 Edwin C Moses Blvd.,I-75 N,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-03-14 13:33:00,61.0,,93.0,29.69,4.0,East,6.9,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-653,Source2,2,2016-03-14 15:02:26,2016-03-14 15:47:26,39.738392,-84.140419,,,0.01,Accident on Smithville Rd at Wayne Ave.,Wayne Ave,Dayton,Montgomery,OH,45420,US,US/Eastern,KFFO,2016-03-14 14:58:00,65.8,,84.0,29.63,10.0,SSW,13.8,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-654,Source2,3,2016-03-14 17:19:43,2016-03-14 18:04:43,39.645313,-84.232414,,,0.01,Accident on I-75 Northbound at Exit 44 OH-725 Miamisburg Centerville Rd. Approach with care.,I-75 N,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,2016-03-14 16:53:00,66.9,,57.0,29.61,10.0,WSW,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-655,Source2,3,2016-03-14 17:28:00,2016-03-14 23:31:00,39.651726,-84.233627,,,0.01,Left lane blocked due to accident on I-75 Northbound at Exit 44 OH-725 Miamisburg Centerville Rd.,I-75 N,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,2016-03-14 17:53:00,66.0,,63.0,29.62,10.0,West,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-656,Source2,3,2016-03-15 06:01:06,2016-03-15 06:31:06,39.945255,-82.600075,,,0.01,Accident on I-70 Westbound at Exit 122 OH-158 Outville Rd. Expect delays.,I-70 W,Millersport,Licking,OH,43046,US,US/Eastern,KVTA,2016-03-15 05:54:00,55.9,,84.0,29.77,9.0,West,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-657,Source2,2,2016-03-15 06:58:33,2016-03-15 07:28:33,39.783660999999995,-84.166382,,,0.0,Accident on Farr Dr at Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404-2731,US,US/Eastern,KFFO,2016-03-15 06:58:00,54.3,,100.0,29.82,5.0,NW,2.3,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-658,Source2,2,2016-03-15 07:22:02,2016-03-15 07:52:02,40.082298,-82.896858,,,0.01,Accident on OH-161 New Albany Expy Westbound at Sunbury Rd.,Executive Pkwy,Westerville,Franklin,OH,43081-3850,US,US/Eastern,KCMH,2016-03-15 07:00:00,53.6,,82.0,29.8,6.0,WNW,8.1,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-659,Source2,2,2016-03-15 07:47:00,2016-03-15 08:17:00,39.75125900000001,-84.167778,,,0.0,Accident on Steele Ave at Clover St.,Steele Ave,Dayton,Montgomery,OH,45410-1845,US,US/Eastern,KFFO,2016-03-15 07:48:00,53.6,,100.0,29.82,2.0,NNW,1.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-660,Source2,2,2016-03-15 07:56:30,2016-03-15 08:26:30,39.748081,-84.13945799999998,,,0.01,Accident on Linden Ave at Smithville Rd.,S Smithville Rd,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-03-15 07:58:00,54.3,,100.0,29.83,1.5,North,2.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-661,Source2,2,2016-03-15 08:06:07,2016-03-15 08:36:07,39.943745,-83.073151,,,0.01,Accident on Sullivant Ave at Hague Ave.,Sullivant Ave,Columbus,Franklin,OH,43204-2413,US,US/Eastern,KTZR,2016-03-15 07:47:00,53.6,,94.0,29.83,4.0,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-662,Source2,3,2016-03-15 08:13:31,2016-03-15 08:43:31,41.407391,-81.64676700000003,,,0.01,Left hand shoulder blocked due to accident on I-480 Westbound at Exit 20A-B I-77.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,2016-03-15 07:53:00,43.0,37.7,97.0,29.81,0.8,WSW,9.2,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-663,Source2,2,2016-03-15 08:25:06,2016-03-15 08:55:06,39.802471,-84.235107,,,0.01,Accident on Philadelphia Dr at Garvin Rd.,Philadelphia Dr,Dayton,Montgomery,OH,45405-1924,US,US/Eastern,KDAY,2016-03-15 08:27:00,53.1,,100.0,29.84,2.0,NNW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-664,Source2,2,2016-03-15 11:13:58,2016-03-15 11:43:58,39.787209,-84.205185,,,0.0,Accident on Fairview Ave at Riverside Dr.,E Fairview Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2016-03-15 10:56:00,55.0,,93.0,29.86,4.0,ENE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-665,Source2,2,2016-03-15 12:30:02,2016-03-15 13:15:02,39.731812,-84.15831,,,0.01,Accident on Wilmington Ave at Shadowlawn Ave.,Wilmington Ave,Dayton,Montgomery,OH,45420-1847,US,US/Eastern,KFFO,2016-03-15 12:28:00,60.8,,77.0,29.83,10.0,South,2.3,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-666,Source2,3,2016-03-15 13:13:45,2016-03-15 14:13:45,39.733723,-84.204971,,,0.01,Accident on I-75 Northbound at Exit 51 Edwin C Moses Blvd.,I-75 N,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-03-15 13:22:00,62.1,,72.0,29.83,10.0,South,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-667,Source2,2,2016-03-15 14:22:22,2016-03-15 15:07:22,39.812775,-84.220001,,,0.01,Accident on Riverside Dr at Shoup Mill Rd.,Shoup Mill Rd,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2016-03-15 13:56:00,64.9,,68.0,29.81,10.0,ESE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-668,Source2,2,2016-03-15 14:31:24,2016-03-15 15:01:24,39.794266,-84.215851,,,0.0,Accident on Maplelawn Dr at OH-48 Main St.,N Main St,Dayton,Montgomery,OH,45405-2703,US,US/Eastern,KDAY,2016-03-15 14:56:00,66.9,,59.0,29.78,10.0,SE,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-669,Source2,2,2016-03-15 14:57:15,2016-03-15 15:42:15,39.764576,-84.187706,,,0.01,Accident on Patterson Blvd at OH-4 Monument Ave.,E Monument Ave,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-03-15 14:58:00,67.8,,63.0,29.79,10.0,SE,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-670,Source2,2,2016-03-15 16:04:30,2016-03-15 16:49:30,39.819523,-84.20468100000002,,,0.01,Accident on Needmore Rd at Northcutt Pl.,Needmore Rd,Dayton,Montgomery,OH,45414-3801,US,US/Eastern,KDAY,2016-03-15 15:56:00,68.0,,59.0,29.75,10.0,SE,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-671,Source2,3,2016-03-16 05:01:05,2016-03-16 05:31:05,39.788414,-84.183693,,,0.01,Accident on I-75 Northbound at Exit 56 Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2016-03-16 04:58:00,63.1,,71.0,29.53,5.0,SW,9.2,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-672,Source2,2,2016-03-16 04:59:05,2016-03-16 05:29:05,39.980274,-82.83625,,,0.01,Accident on OH-16 Broad St at McNaughten Rd.,E Broad St,Columbus,Franklin,OH,43213-1572,US,US/Eastern,KCMH,2016-03-16 04:51:00,60.1,,62.0,29.55,10.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-673,Source2,3,2016-03-16 05:09:57,2016-03-16 05:39:57,39.773193,-84.187454,,,0.01,Accident on I-75 Northbound at Exits 54A 54B OH-4. Expect delays.,I-75 S,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2016-03-16 05:12:00,64.4,,68.0,29.55,7.0,WSW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-674,Source2,2,2016-03-16 06:29:00,2016-03-16 06:59:00,39.941711,-83.978874,,,0.0,Accident on County Hwy-314 New Carlisle Pike at Bischoff Rd.,New Carlisle Pike,New Carlisle,Clark,OH,45344-9778,US,US/Eastern,KFFO,2016-03-16 06:58:00,60.4,,68.0,29.62,7.0,WSW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-675,Source2,2,2016-03-16 06:47:19,2016-03-16 07:17:19,39.737404,-84.185776,,,0.01,Accident on OH-48 Main St at Caldwell St / Media Center Way.,S Main St,Dayton,Montgomery,OH,45409-2547,US,US/Eastern,KFFO,2016-03-16 06:58:00,60.4,,68.0,29.62,7.0,WSW,13.8,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-676,Source2,2,2016-03-16 06:49:57,2016-03-16 07:19:57,40.082397,-82.906921,,,0.01,Accident on OH-161 New Albany Expy at I-270 Outerbelt. Expect delays.,New Albany Expy W,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,2016-03-16 06:51:00,64.0,,56.0,29.57,10.0,SSW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-677,Source2,2,2016-03-16 07:08:25,2016-03-16 07:38:25,39.184589,-84.235176,,,0.01,Accident on Pleasant Hill Rd at Deblin Dr.,Deblin Dr,Milford,Clermont,OH,45150-2367,US,US/Eastern,KI69,2016-03-16 07:13:00,62.1,,60.0,29.67,10.0,WSW,13.8,,Scattered Clouds,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-678,Source2,2,2016-03-16 07:10:24,2016-03-16 07:40:24,39.923038,-82.784538,,,0.01,Accident on OH-256 Hill Rd Southbound at Turnberry Dr.,Hill Rd N,Pickerington,Fairfield,OH,43147-8891,US,US/Eastern,KLHQ,2016-03-16 06:53:00,64.0,,60.0,29.58,10.0,SSW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-679,Source2,2,2016-03-16 07:23:13,2016-03-16 07:53:13,39.745384,-84.183006,,,0.01,Accident on Brown St at Wyoming St.,Brown St,Dayton,Montgomery,OH,45409-2940,US,US/Eastern,KFFO,2016-03-16 07:33:00,59.0,,67.0,29.64,7.0,WSW,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-680,Source2,2,2016-03-16 07:38:10,2016-03-16 08:08:10,39.870964,-82.855354,,,0.01,Accident on US-33 Westbound at Bixby Rd.,US-33 W,Groveport,Franklin,OH,43125,US,US/Eastern,KLCK,2016-03-16 07:35:00,61.2,,71.0,29.61,10.0,WSW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-681,Source2,3,2016-03-16 07:38:20,2016-03-16 08:08:20,39.981812,-83.118767,,,0.01,Accident on I-270 Outerbelt Northbound at Exit 8 I-70. Expect delays.,Outerbelt N,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,2016-03-16 07:47:00,62.6,,72.0,29.63,10.0,West,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-682,Source2,3,2016-03-16 07:31:25,2016-03-16 08:01:25,39.997391,-83.118156,,,0.01,Accident on I-270 Outerbelt Northbound at I-270 Outerbelt. Expect delays.,Outerbelt N,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,2016-03-16 07:20:00,62.6,,72.0,29.61,10.0,WSW,11.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-683,Source2,3,2016-03-16 07:55:16,2016-03-16 08:25:16,39.632637,-84.20303299999998,,,0.01,Accident on I-675 Northbound at OH-725 Miamisburg Centerville Rd / Leona Ln. Expect delays.,Miamisburg Centerville Rd,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,2016-03-16 07:53:00,59.0,,64.0,29.67,10.0,West,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-684,Source2,2,2016-03-16 08:54:38,2016-03-16 09:24:38,39.9767,-83.045517,,,0.01,Accident on Grandview Ave at Goodale Blvd.,Goodale Blvd,Columbus,Franklin,OH,43212-3450,US,US/Eastern,KOSU,2016-03-16 08:53:00,59.0,,64.0,29.67,10.0,West,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-685,Source2,2,2016-03-16 09:25:43,2016-03-16 09:55:43,39.72419,-84.152336,,,0.01,Accident on Wilmington Ave at Patterson Rd.,Wilmington Ave,Dayton,Montgomery,OH,45420,US,US/Eastern,KFFO,2016-03-16 08:58:00,56.5,,61.0,29.72,10.0,WSW,21.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-686,Source2,3,2016-03-16 09:36:49,2016-03-16 10:06:49,39.770382,-84.194901,,,0.01,Accident on I-75 Southbound at Exit 54B Grand Ave. Expect delays.,N Main St,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2016-03-16 09:56:00,55.0,,59.0,29.74,10.0,WSW,23.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-687,Source2,2,2016-03-16 10:41:00,2016-03-16 14:00:00,40.266563,-82.928535,,,0.01,Entry ramp closed due to accident on US-36 State Route 37 at I-71.,E State Route 37,Sunbury,Delaware,OH,43074,US,US/Eastern,KDLZ,2016-03-16 10:39:00,57.2,,51.0,29.73,10.0,WSW,23.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-688,Source2,3,2016-03-16 12:24:15,2016-03-16 13:09:15,41.42202800000001,-81.877464,,,0.01,Entry ramp closed due to incident on I-480 Eastbound at Exit 7 Clague Rd.,I-480 E,North Olmsted,Cuyahoga,OH,44070,US,US/Eastern,KCLE,2016-03-16 12:51:00,59.0,,46.0,29.69,10.0,WSW,31.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-689,Source2,2,2016-03-17 04:12:59,2016-03-17 04:42:59,39.820084,-84.16755699999999,,,0.01,Accident on Wagner Ford Rd at Needmore Rd / Wagoner Ford Rd.,Wagner Ford Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-03-17 03:56:00,42.1,37.1,65.0,29.91,10.0,West,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-690,Source2,2,2016-03-17 06:55:29,2016-03-17 07:25:29,39.754055,-84.17588,,,0.01,Accident on US-35 at Keowee St / Wayne Ave.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-03-17 06:58:00,37.8,32.5,81.0,29.91,10.0,SSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-691,Source2,2,2016-03-17 07:12:30,2016-03-17 07:42:30,39.122822,-84.135796,,,0.01,Accident on US-50 Main St at OH-132 Broadway St / Broadway St. Expect delays.,E Main St,Owensville,Clermont,OH,45160,US,US/Eastern,KI69,2016-03-17 07:13:00,46.8,,57.0,29.93,10.0,SW,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-692,Source2,2,2016-03-17 07:31:22,2016-03-17 08:01:22,39.803738,-84.22461700000002,,,0.0,Accident on Cromwell Pl at Bennington Dr.,Cromwell Pl,Dayton,Montgomery,OH,45405-1708,US,US/Eastern,KDAY,2016-03-17 07:56:00,42.1,36.6,65.0,29.91,10.0,SW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-693,Source2,2,2016-03-17 07:38:17,2016-03-17 08:08:17,39.596882,-84.117653,,,0.01,Accident on Nutt Rd Southbound at Clyo Rd.,Clyo Rd,Dayton,Montgomery,OH,45458-9122,US,US/Eastern,KMGY,2016-03-17 07:53:00,43.0,39.5,60.0,29.9,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-694,Source2,2,2016-03-17 07:56:30,2016-03-17 08:26:30,39.615669,-84.135452,,,0.01,Accident on Clyo Rd at Washington Creek Ln.,Washington Creek Ln,Dayton,Montgomery,OH,45458-2806,US,US/Eastern,KMGY,2016-03-17 07:53:00,43.0,39.5,60.0,29.9,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-695,Source2,2,2016-03-17 08:07:07,2016-03-17 08:37:07,39.973015,-83.014801,,,0.01,Accident on Neil Ave at Vine St.,I-670 W,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2016-03-17 07:51:00,45.0,42.6,56.0,29.9,10.0,SW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696,Source2,2,2016-03-17 08:07:38,2016-03-17 08:37:38,39.949711,-82.970123,,,0.01,Accident on US-33 Livingston Ave at Champion Ave.,E Livingston Ave,Columbus,Franklin,OH,43205-2831,US,US/Eastern,KCMH,2016-03-17 07:51:00,45.0,42.6,56.0,29.9,10.0,SW,4.6,,Scattered Clouds,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-697,Source2,2,2016-03-17 08:28:13,2016-03-17 08:58:13,39.949711,-82.970123,,,0.01,Accident on US-33 Livingston Ave at Champion Ave.,E Livingston Ave,Columbus,Franklin,OH,43205-2831,US,US/Eastern,KCMH,2016-03-17 08:51:00,48.0,,52.0,29.91,10.0,SW,6.9,,Clear,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
